,date,location,text
53,2024-01-03T09:41:33.000Z,Itaewon,바스키아 작품의 낙서적인 감성을 반영한 타투는 독특하고 매력있는 듯 바스키아 계속 사랑해♥️...#바스키아 #바스카아타투 #basquiattattoo #doodletattoo #낙서타투 #홍대타투 #이태원타투
54,2024-01-03T09:39:41.000Z,Itaewon,Sunsetz🇰🇷#photographylovers #photographer #photography #publicphotography
55,2024-01-03T09:36:24.000Z,Itaewon,"⠀리본안하구 스와로 바꿔서 조금 다른아트가 되었다😊✔️이달의아트 74.-⠀⠀⠀⠀❄️1월방문고객님 복돈쿠폰만원적립2월 재방문시 사용가능(젤네일)⠀❄️첫방문 젤네일 20%할인⠀❄️이달의아트 30%할인⠀⠀⠀🚫이달의아트와 첫방문할인 중복불가🚫⠀⠀📞02.790.4182이태원역 도보1분(이태원동 127-1,4F)DM문의안받아요❌❌📲kakaotalk-flornail⠀"
56,2024-01-03T09:21:39.000Z,,와 진짜 무섭다…..
57,2024-01-03T09:18:59.000Z,,"준수가 몇년 전부터 신고 싶어했던 신발을 선물했다.차장 진급선물로 정장 한벌을 하기로 했었는데,마침 신던 구두가 터졌단다. 오래 신긴 했지..😭후덜덜한 가격때문에 사준대도 됐다고 하더니 마니 좋아하네?오래오래 이쁘게 신어! 돈 벌어오느라 고생했다이올 해엔 더 재미나게 살자😘❤️‍🔥#paraboot#파라부트#남편선물"
58,2024-01-03T09:00:23.000Z,Itaewon,Night Dancer🕺
59,2024-01-03T08:52:25.000Z,,Народ я объелся на половине но утрамбовал все! Это реально кайф если будете в Сеуле welcome to @smoketown.official 💨 🔥 🍖 Похавали с @mentalfox_01_ #smoketown #스모크타운 #이태원맛집 #smoketown_official #텍사스바베큐 #이태원
60,2024-01-03T08:49:08.000Z,Itaewon,
61,2024-01-03T08:37:06.000Z,Itaewon,"◽️THU 04 JAN◽️[BETON BRUT: 23:00 - END]*TUNNEL X BBCBGUMI / CONAN / GRID / MOEUV / SEON HYUL / DEVIN[CONCRETE BAR: CLOSED]- CLOSED -◽️ENTRANCE FEE◽️[THU: 23:00 - END]10000KRW◽️NOTICE◽️*NO MINORS ARE ALLOWED. ID REQUIRED FOR ENTRY**NO FLIP FLOPS / SLIPPERS**DRUNK PEOPLE ARE NOT ALLOWED TO ENTER. DRINK RESPONSIBLY****ZERO TOLERANCE TO DRUGS****NO UNIDENTIFIED MEDICINE/DRUGS**NO SEXUAL HARASSMENT**LOVE AND RESPECT EACH OTHER*[DM FOR MORE INFOS (KOR, ENG)][ADDRESS]*서울시 용산구 보광로 60길 17 1층(안채)/2층*1F/2F 127-22 ITAEWON-DONG, YONGSAN-GU, SEOUL, KOREA (NEW ADDRESS: 1F/2F 17, BOGWANG-RO 60-GIL, YONGSAN-GU, SEOUL, KOREA)"
62,2024-01-03T08:35:11.000Z,,😈BADASS😈#이태원 #이태원클럽 #클럽 #힙합클럽 #이태원힙합클럽 #이태원라운지 #itawon #itawonclub #서울클럽
63,2024-01-03T07:48:08.000Z,Itaewon,데님클래스 1세대 트러커 자켓제작
64,2024-01-03T06:51:19.000Z,,무부장이 저에겐 뽀뽀를 안해준다는 사실…
65,2024-01-03T06:42:18.000Z,Itaewon,추억의 그맛 #떡볶이 #이태원코이 #코이
66,2024-01-03T06:36:47.000Z,Itaewon,새해  선물~
67,2024-01-03T06:08:06.000Z,Itaewon,#이태원 #해밀턴호텔 #더맨션#핫플 #와인 #관자 #떡볶이 #스테이크 #나초#신나게 #즐거워💕
68,2024-01-03T06:07:40.000Z,Itaewon,철수와 영희 남매의 낮잠
69,2024-01-03T06:07:33.000Z,Itaewon,"재밌는 살까기 중 ,식단은 생일주간 끝나고! 오늘시간 없어서 30분 어깨 가슴 20분 계단 숄더프레스 15*3페이스풀 15*3사레레 20*3체스트 프레스 15*3 스테어마스터 20분 집에서복근 해야지 매일 복군 운동 챌린지 인증 할사람?"
70,2024-01-03T05:54:01.000Z,,🥃Aberlour 27Y 51.7% 700ml-2019년 병입 퍼필버번캐Glengoyen 21Y(구형) 43% 700ml➡️➡️➡️재입고 풀셰리에 아주 좋은가격!Glenrothes 1985(Bottled 2005 알병) 43% 700ml-1985년 증류 25년숙성 05년 병입 되었지만 08년말까지 출시 되지 않았다고 합니다Glenmorangie Astar 2017(알병)52.5% 700ml-08년 첫출시 10년만에 재출시 글렌모렌지의 cs는 아주 귀합니다
71,2024-01-03T05:16:22.000Z,Itaewon,이태원 다녀왔는데요😋#이태원 #이즈비
72,2024-01-03T05:15:00.000Z,Itaewon,완벽하게 아름다웠던 NYE party🤍#nightsounds #goodbye2023
73,2024-01-03T05:00:02.000Z,Itaewon,Hand poke。1월 5-10만원에 작업합니다
74,2024-01-03T04:51:01.000Z,,.한팔(1.5) 턱걸이 💪오늘도 #어운완✌️
75,2024-01-03T04:26:56.000Z,Itaewon,역시 누나가 있어야....#선팔하면맞팔 #맞팔해요 #맞팔 #맞팔환영 #좋테 #좋튀 #좋아요꾹꾹 #좋아요그램 #좋반 #좋아요 #좋아요반사 #쨈톡 #서울역 #숙대입구 #여의도 #일산 #구로 #연예 #연예인 #유머집합소 #유머짤 #꼭꼭쨈 #유머페이지 #유머갤러리 #유머 #역시 #누나 #형 #여동생 #남매
76,2024-01-03T04:04:20.000Z,Itaewon,"1.5(FRI) @argaseoul the Moonshinersw/ Muyeol, Gumi, Givogi, Cityboy from Seoul, ill.ahn📀Time Table📀11:00 Muyeol @muyeol_l 12:10 Gumi @guuumiii_ 1:20 Cityboy from Seoul @cityboyfromseoul 2:30 Givogi @gi.vo.gi 3:40 ill.ahn @ill.ahn Start: 23:00Artwork by @knarftsitra🎫 Admission 10,000KRW(1free Drink)🌞Itaewon’s one & only electronic music space covering House / Disco / Balearic / Indie Dance 이태원 유일의 하우스/디스코/발레아릭/인디댄스를 아우르는 전자 음악 공간🌙 Where you are between the moon and the sun. Enjoy the beautiful moments of sunrise with good music. 달과 해 사이에 당신이 있는 곳에. 해가 뜨는 아름다운 순간을 좋은 음악과 함께하세요.- NO MINORS ALLOWED **Please bring your ID card- 11PM - SUNRISE-4F, Itaewon-ro 173-7, Yongsan-gu Seoul, Korea#argaseoul #songofsongs#moon#sun"
77,2024-01-03T03:57:34.000Z,Itaewon,술을 오지게 먹은 크리스마스 이브~! 친구들과 이태원에서 낮 4시부터 술마심 ㅋ 술꼬마가서 배채우면서 술먹고 문화주점가서 2차로 마늘닭도리에 소주마시다 취해서 돌아다니다 들어간 가게에서 우리끼리 춤추고 놀고있었는데 웬 모르는 남자들이 갑자기 샴페인 시켜줘서 그것도 마시고 맥주먹고 놀다 집에갔다. 다음날부터 시름시름 앓기 시작함.. ㅋ아 술꼬마 가고싶다 ㅠ 이태원가서 술마실사람..
78,2024-01-03T03:40:52.000Z,Itaewon,2024 시현하다 이태원점 #할인이벤트갑진년 새해가 밝았습니다💙새해를 맞이해 시현하다 이태원점에서 할인이벤트를 진행하고 있어요🤍올해도 여러분들의 소중한 하루를멋지게 기록해드리겠습니다✨#시현하다#시현하다_이룸#시현하다_이태원
79,2024-01-03T03:35:12.000Z,Itaewon,#맛점#배뻥
80,2024-01-03T03:19:04.000Z,Itaewon,음식도 궁합이 있죠?🍀함께 먹으면 상극이라 독이되는음식조합 10가지에요‼️먹을때 조심해봅시다👍#유익하면 #친구 소환!!#선팔 #좋아요 는 ❤이에요 (˵ ͡~ ͜ʖ ͡°˵)ﾉ➡ @sa_ni_83- 문제시 삭제할께요 -
81,2024-01-03T01:51:24.000Z,Itaewon,✨소란스러웠던 연말✨
82,2024-01-03T01:33:12.000Z,Itaewon,LUNCH TIME OPEN내일부터 불꽃 런치를 시작합니다🏁OPEN 11:30-00:00BREAKTIME 16:00-17:00#영업시간변경 #런치오픈 #화수휴무
83,2024-01-03T01:21:22.000Z,Itaewon,식사비스테까
84,2024-01-03T01:12:54.000Z,,"Life is meant to be lived! And Im pretty sure I wasn’t placed on this earth to work a traditional 9-5. 🥴And that’s totally OKAY with me!Society places a lot of emphasis on sciences, math, and big companies, and that's cool, but the world needs creatives tooooo! How else would they get their appealing marketing visuals. Studies show that engaging in creative activities stimulates the brain in so many healthy ways and plays as a stress reducer. (yay!) So this year I hope to take more time to reduce my stress because Seoul is stressful (yesss) , surround myself with those who truly care and take more time doing things that are therapeutically enjoyable. Cheers 🥂In the beginning God created…. ....#creativeart #lifeinseoul #southkorea #korea #expatinkorea #blackinkorea #creativejobs #fyp #christiancreative #creativeminds"
85,2024-01-03T01:00:43.000Z,,친구들과 함께 보낸 1월 1일 내 생일🎂✨ 사랑해사랑해사랑해💘 태민이가 제임슨 10병 산거 안 비밀ㅋㅋㅠ 모두 나 사랑해줘서 고맙고 2024년에는 더 잘할께 #영차 👼
86,2024-01-03T00:13:07.000Z,Itaewon,"두분의 비누가 참 닮아있어요.금방 올린다하고는~😆오시는분들이 주는 느낌이 고스란히 비누에 담기는거 같거든요.여자분이 고르신 도장 중 하나 ""수고했어 오늘도""오늘은 저도 제 짝꿍에게 이 말을 전해야겠어요.♥️"
87,2024-01-02T23:30:02.000Z,Itaewon,"#원형스툴.<문의>02-797-9961/ 010-6316-9961< 운영시간>월~토: 9:30 ~ 18:30 / 일요일 휴무<찾아오시는 길>서울 용산구 장문로 27, 3층(구, 메종)-————————————————————————————#이태원#포토벨로#이태원포토벨로#이태원가구거리#철제가구#인더스트리얼#인더스트리얼가구#인더스트리얼디자인#모던가구#인더스트리얼인테리어 #인더스트리얼스튜디오#인더스트리얼창고#인더스트리얼매장#빈티지스툴#우드스툴#스툴#바스툴#카페스툴"
88,2024-01-02T21:18:05.000Z,Itaewon,언제 봐도 넘 귀여운 사진 #부부데이트 #인생네컷 #부부일상
89,2024-01-02T17:37:30.000Z,Itaewon,24년은 행복했으면 좋겠다~🙏🏻
90,2024-01-02T17:21:39.000Z,,They are such a mooooood!🤩🙌(Tiktok tusirip atirsaq kelip bizlerda qosilayiq dedi😅)#newyear #2024 #itaewon #이태원 #nukus #karakalpakstan
91,2024-01-02T16:45:51.000Z,Itaewon,🧸🎁☕️
92,2024-01-02T14:51:20.000Z,Itaewon,이태원나들이
93,2024-01-02T14:43:54.000Z,Itaewon,食得是福🍽️新一年想:食完唔會發福🙃攝於一間只有韓文嘅貝殼蒸鍋店🐚🦪#20230204 #2024第一post #首爾 #南韓 #southkorea #🇰🇷 #家姐搵的 #googlemap上都搵唔番間嘢喺邊🙃 #家姐是美食擔當 #貝殼海鮮鍋 #seoul #itaewon #今年番咗一日工已好攰點搞 #梨泰院 #在梨泰院附近的 #foodie
94,2024-01-02T14:32:56.000Z,,감사를드려용
95,2024-01-02T14:17:12.000Z,Itaewon,젊린졸공뒷풀이~그동안 고생하셨습니다♡
96,2024-01-02T14:05:56.000Z,Itaewon,하트를 그리며💞..#라인타투 #미니타투 #하트타투 #여자타투
97,2024-01-02T14:04:49.000Z,Itaewon,한의원 다니게 된 이유24년에는 건강하자 (제발)...#염좌 #더심해진듯 #늙은이 #할미의 #삶 #허리쑤신다 #해피뉴이어
98,2024-01-02T14:02:10.000Z,,2024 서로 달라도 함께 가기😊서로 부족해도 잘 못해도함께라면 가능해요👐2024 서로 돕기🫰#knd #reels #릴스 #이태원하이브
99,2024-01-02T14:01:18.000Z,Itaewon,"2023년, 다사다난 했지만 좋은사람들도 많이 만나고 진짜 내가 원하는게 뭔지 알게 해주었던 감사한일이 많았던 해, 태어나서 처음으로 보신각에서 제야의종소리를 직접들으며(기운이달랐다..😂) 육성으로 나쁜일, 좋은일, 앞으로의 소망을 모르는사람들과 내뱉었던 2023년의 마지막 날 행복하게 마무리한 것 같다. 올해는 또 어떤 감사한일들이 많이 생길지 기대된다. 모두 새해 복 많이 받으세요🙇🏻❤️악한마음 없이 긍정적인 마음과 함께인 2024년을 모두가 보낼수있기를...#2024 #happynewyear #새해복많이받으세요 #해피뉴이어 #새해"
100,2024-01-02T13:46:11.000Z,Itaewon,새벽 동계는 졸리고 힘들어요.하지만 즐겁게.ㅎ
101,2024-01-02T13:44:48.000Z,Itaewon,@opdotz 중국음식 향신료때문에 잘 못먹는나도 과식쟁이가 되었다제일 먹고싶었던 샤오롱바오! 육즙 가득 말모말모 어향가지가 생각치도 못하게 바삭하고 맛있었음소신 발언하자면 맛있는 가지요리는 고기보다 맛있다 !🏃🏻‍♀️💨평일 낮 기준 30분정도 기다림📍이태원 야상해
102,2024-01-02T13:34:32.000Z,Itaewon,"데이트 하며 커플 워치스트랩 제작하기 🌿데이트코스로 많이 찾아주시는 가죽공방 세상에 단 하나뿐인 워치 스트랩 제작해보세요 🥰📍올리에띠 가죽공방 ✔️ 주소 : 서울 용산구 녹사평대로54길 23-1.1층 ✔️ Classes are available in English ✔️ 당일예약, 단체예약, 출강가능#이태원공방 #가죽공예 #원데이클래스 #가죽공방#leathercraft #craftclass #itaewon"
103,2024-01-02T13:27:37.000Z,Itaewon,12월 프랑스🇫🇷 크리스마스 파티🍷 #뱅쇼 #뵈프부르기뇽 #비프타르타르 #부쉬드노엘 #프랑스동호회 #SI프동 #다음활동도기대해주세요💕 #vinchaud #boeufbourguignon #beaftartare #bouchedenoel #noelfete #joyeuxnoel
104,2024-01-02T13:06:29.000Z,Itaewon,연말부터 오늘까지 너무 바빴어요🥲 그래서 지금 몸살을 얻었지만 행복했고 보람찼다면 된 거죠 ㅎㅎ 모두 감기 조심하시고 2004년에는 행복한 일들도 많았으면 좋겠습니다 🙏 새해 복 많이 받아요 우리❤️ #연말스타그램 #데일리룩패션 #ootdfashion #귀걸이추천 #먼데이에디션 @mondayeditionseoul
105,2024-01-02T12:36:37.000Z,Itaewon,"𝐽𝑖𝑛𝑔𝑙𝑒 𝑏𝑒𝑙𝑙, 𝑗𝑖𝑛𝑔𝑙𝑒 𝑏𝑒𝑙𝑙, 𝑗𝑖𝑛𝑔𝑙𝑒 𝑏𝑒𝑙𝑙 𝑟𝑜𝑐𝑘"
106,2024-01-02T12:08:59.000Z,,프로필 링크에 구매처 있어요 ....#선팔하면맞팔 #맞팔해요 #맞팔 #맞팔환영 #좋테 #좋튀 #좋아요꾹꾹 #좋아요그램 #좋반 #좋아요 #좋아요반사 #쨈톡 #서울역 #숙대입구 #여의도 #일산 #구로 #연예 #연예인 #유머집합소 #유머짤 #꼭꼭쨈 #유머페이지 #유머갤러리 #유머 #텀블러 #텀블러사용 #텀블러추천 #텀블러정보 #스탠리텀블러
